image,celeb,role,movie,description
"https://m.media-amazon.com/images/M/MV5BNTQ3OTA2NDQtMzBkMy00ZDVjLWFlYzUtMmZhNzRmZTc3NmM1XkEyXkFqcGdeQXVyNjc1NTc4MDA@._V1_UX140_CR0,0,140,209_AL_.jpg",Sophia Lillis,Actress,It,"Sophia Lillis was born in Crown Heights, Brooklyn. She started her acting career at the age of seven, when her stepfather encouraged her to take acting classes at Lee Strasberg Theatre and Film Institute in Manhattan. While studying there, a teacher recommended her for a role in an NYU student film..."
"https://m.media-amazon.com/images/M/MV5BMTg3NzAyMTkxMF5BMl5BanBnXkFtZTcwNDEyMjQ4Mg@@._V1_UY209_CR1,0,140,209_AL_.jpg",Jaime Pressly,Actress,My Name Is Earl,"After growing up in North Carolina, Jaime spent almost 11 years training in gymnastics and eventually entered the modeling world. Jaime can be seen on the cover of an older Teen Magazine, and has modeled throughout the United States, Italy, and Japan."
"https://m.media-amazon.com/images/M/MV5BODc2YWFkMmItMjBjYi00MWNjLTkyMzctNzkzNTRlOThkNzliXkEyXkFqcGdeQXVyNzM1NTU0NA@@._V1_UY209_CR13,0,140,209_AL_.jpg",Sydney Sweeney,Actress,Everything Sucks!,"Sydney Sweeney (born September 12, 1997) is an American actress best known for her roles as Haley Caren on In The Vault and Emaline Addario on the Netflix series Everything Sucks!. Sweeney is set to star in recurring roles in the HBO miniseries Sharp Objects starring Amy Adams and the Hulu series ..."
"https://m.media-amazon.com/images/M/MV5BMTQ4Mjk4ODUzMl5BMl5BanBnXkFtZTgwMjc4MjI4NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Rosa Salazar,Actress,Maze Runner: The Scorch Trials,"Rosa Bianca Salazar is an American actress. She was born in Washington D.C. and was raised in Greenbelt, Maryland. Her past films include MAZE RUNNER: THE DEATH CURE for Twentieth Century Fox, CHiPS for Warner Bros., MAZE RUNNER: THE SCORCH TRIALS for Twentieth Century Fox, THE DIVERGENT SERIES: ..."
"https://m.media-amazon.com/images/M/MV5BMjA4ODAwMjIwOV5BMl5BanBnXkFtZTcwMzI2NDA2OA@@._V1_UY209_CR34,0,140,209_AL_.jpg",Malin Akerman,Actress,Watchmen,"Malin was born in Stockholm, Sweden and raised in Toronto, Canada. Her mother, Pia (Sundström), is a model and aerobics instructor, and her father, Magnus Åkerman, is an insurance broker. They moved to Toronto when she was age 2. At age 5, she began appearing in TV commercials. Her parents divorced..."
"https://m.media-amazon.com/images/M/MV5BMjExNzU3ODY3NF5BMl5BanBnXkFtZTcwMjI0MzM0OA@@._V1_UY209_CR31,0,140,209_AL_.jpg",Meghan Markle,Actress,Remember Me,"Meghan, Duchess of Sussex (born Rachel Meghan Markle; August 4, 1981), is an US-born member of the British royal family and a former film and television actress.Meghan Markle was born and raised in Los Angeles, California, and is of mixed race heritage. During her studies at Northwestern University..."
"https://m.media-amazon.com/images/M/MV5BMjA4NTAyMTI5NF5BMl5BanBnXkFtZTYwMzM4NDcy._V1_UX140_CR0,0,140,209_AL_.jpg",Nadia Bjorlin,Actress,Days of Our Lives,"Nadia Bjorlin was born the fifth out of six children. Her parents were Ulf Björlin (a Swedish conductor and composer, known to be the world's most active opera composer during the 20th century) and Fary Bjorlin. Her siblings are Katja, Kaj, Kamilla, Ulf Jr and Jean Paul. (Each sibling have a ..."
"https://m.media-amazon.com/images/M/MV5BZDdiMDJiM2ItZDdmNS00YjdiLThlNGMtYzEwMzk1NDQxYTRmXkEyXkFqcGdeQXVyNDY4ODQ0NzY@._V1_UY209_CR35,0,140,209_AL_.jpg",Ashley Jordyn,Actress,Orange Is the New Black,"Ashley Jordyn is an actress and writer, known for  (2013),  (1999) and  (2017)."
"https://m.media-amazon.com/images/M/MV5BNTYzMjc2Mjg4MF5BMl5BanBnXkFtZTcwODc1OTQwNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Robin Williams,Actor,Mrs. Doubtfire,"Robin McLaurin Williams was born on Saturday, July 21st, 1951, in Chicago, Illinois, a great-great-grandson of Mississippi Governor and Senator, Anselm J. McLaurin. His mother, Laurie McLaurin (née Janin), was a former model from Mississippi, and his father, Robert Fitzgerald Williams, was a Ford ..."
"https://m.media-amazon.com/images/M/MV5BNjk1MjIxNjUxNF5BMl5BanBnXkFtZTcwODk2NzM4Mg@@._V1_UY209_CR3,0,140,209_AL_.jpg",Jennifer Aniston,Actress,Friends,"Jennifer Aniston was born in Sherman Oaks, California, to actors  and . Her father is Greek, and her mother was of English, Irish, Scottish, and Italian descent. Jennifer spent a year of her childhood living in Greece with her family. Her family then relocated to New York City ..."
"https://m.media-amazon.com/images/M/MV5BOTU3NDE5MDQ4MV5BMl5BanBnXkFtZTgwMzE5ODQ3MDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Jennifer Lawrence,Actress,The Hunger Games,"Was the highest-paid actress in the world in 2015 and 2016. With her films grossing over $5.5 billion worldwide, Jennifer Lawrence is often cited as the most successful actor of her generation. She is also thus far the only person born in the 1990s to have won an acting Oscar.Jennifer Shrader ..."
"https://m.media-amazon.com/images/M/MV5BMTg1MjQ0MDg0Nl5BMl5BanBnXkFtZTcwNjYyNjI5Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Ewan McGregor,Actor,Moulin Rouge!,"Ewan Gordon McGregor was born on March 31, 1971 in Perth, Perthshire, Scotland, to Carol Diane (Lawson) and James Charles McGregor, both teachers. His uncle is actor . He was raised in Crieff. At age 16, he left Morrison Academy to join the Perth Repertory Theatre. His parents ..."
"https://m.media-amazon.com/images/M/MV5BMTcyMTc3NzQ2OV5BMl5BanBnXkFtZTcwNjAxNzExOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Noel Fisher,Actor,Teenage Mutant Ninja Turtles: Out of the Shadows,"Noel Fisher has become one of the entertainment industry's most sought after and versatile performers, bringing to life memorable characters on the big and small screens over the past few years. Fisher's film and television credits include starring as Michelangelo in Paramount Pictures summer hit ""..."
"https://m.media-amazon.com/images/M/MV5BMjA1Njc0MTUzN15BMl5BanBnXkFtZTgwNTg1MjEwNDI@._V1_UX140_CR0,0,140,209_AL_.jpg",Kristen Bell,Actress,Frozen,"Kristen Anne Bell (born 1980) is an American actress and singer. She was born and raised in Huntington Woods, Michigan, and is the daughter of Lorelei (Frygier), a nurse, and Tom Bell, a television news director. Her ancestry is Polish (mother) and German, English, Irish, and Scottish (father). ..."
"https://m.media-amazon.com/images/M/MV5BMmFkMGIxYTItNWI0My00NmJkLWFmYTItNWIxN2Y2ZmRhMWRlXkEyXkFqcGdeQXVyMTM5NDMzMjY@._V1_UX140_CR0,0,140,209_AL_.jpg",Nina Dobrev,Actress,The Perks of Being a Wallflower,"Nikolina ""Nina"" Constantinova Dobreva was born in Sofia, Bulgaria. She moved to Canada at the age of two and grew up in Toronto, Ontario. From a very young age, she showed great enthusiasm and talent for the arts: Dance, Gymnastics, Theatre, Music, Visual arts, and Acting! Modeling jobs led to ..."
"https://m.media-amazon.com/images/M/MV5BNzMxNDQ3NTEwN15BMl5BanBnXkFtZTcwNDM5NjM0Mg@@._V1_UY209_CR6,0,140,209_AL_.jpg",Demi Lovato,Soundtrack,Camp Rock,"Born in 1992 in Albuquerque, New Mexico, Demi Lovato started out as a child actor on Barney & Friends. In 2007, Demi Lovato got a part on a short Disney Channel show called As the Bell Rings, and then she landed the starring role of the movie Camp Rock. While filming Camp Rock, Demi Lovato began ..."
"https://m.media-amazon.com/images/M/MV5BMTc3MzY3MjQ3OV5BMl5BanBnXkFtZTcwODI3NjQxMw@@._V1_UY209_CR5,0,140,209_AL_.jpg",John Krasinski,Actor,A Quiet Place,"Tall, handsome American film and television star John Krasinski is known for his role as sardonic nice guy Jim Halpert on NBC's popular TV series,  (2005), for which he won a 2007 and 2008 Screen Actors Guild Award for outstanding performance by an ensemble in a comedy series.Born John ..."
"https://m.media-amazon.com/images/M/MV5BMTMxNzY2ODgzNV5BMl5BanBnXkFtZTcwNzcxNDIzMQ@@._V1_UY209_CR12,0,140,209_AL_.jpg",Josh Segarra,Actor,Arrow,"Josh Segarra is from Longwood, Florida and is of Puerto Rican descent. He recently starred as 'Billy Cepeda' in the series (Sirens) for USA.Fluent in Spanish, Segarra developed an early passion for theatre starring as the ""Cowardly Lion"" in the Orlando Youth Theatre's production of The Wizard of Oz..."
"https://m.media-amazon.com/images/M/MV5BOTJjODlmNjAtNjE3Ny00NzIwLTkwMjItOWY1MzM4ZDM1ZTM5XkEyXkFqcGdeQXVyNzczNzg0ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",Tye Sheridan,Actor,Mud,"Having been named one of Variety's 10 Actors to Watch, Tye Sheridan has emerged as one of Hollywood's most sought after young talents. Most recently, he was seen in 's highly anticipated film  (2016), release on May 27, 2016. He starred as young Cyclops alongside a star..."
"https://m.media-amazon.com/images/M/MV5BMTI2NDcyMDY1Ml5BMl5BanBnXkFtZTcwOTcxODAxMw@@._V1_UY209_CR13,0,140,209_AL_.jpg",Rachel Miner,Actress,Bully,"Rachel Miner wanted to be an actress from age two. She began working with an acting coach at eight, got an agent at nine and, by ten, had not only worked for , but was cast as ""Michelle Bauer"" on  (1952) (a part that started as recurring and evolved into a contract role ..."
"https://m.media-amazon.com/images/M/MV5BMjU0OTQ5NjQ5NF5BMl5BanBnXkFtZTgwNTk2ODQzNDE@._V1_UY209_CR10,0,140,209_AL_.jpg",Sofia Boutella,Actress,Star Trek: Beyond,"Sofia Boutella is an Algerian actress, dancer and model. She was born in the Bab El Oued district of Algiers in Algeria, the daughter of composer and jazz musician , and an architect mother. She started classical dance education when she was five years old. In 1992, at age 10, she left..."
"https://m.media-amazon.com/images/M/MV5BMjI4NjM1NDkyN15BMl5BanBnXkFtZTgwODgyNTY1MjE@._V1.._UX140_CR0,0,140,209_AL_.jpg",Emma Stone,Actress,La La Land,"Emily Jean ""Emma"" Stone was born in Scottsdale, Arizona, to Krista (Yeager), a homemaker, and Jeffrey Charles Stone, a contracting company founder and CEO. She is of Swedish (from her paternal grandfather), English, German, Scottish, and Irish descent. Stone began acting as a child as a member of ..."
"https://m.media-amazon.com/images/M/MV5BMTQ2MjMwNDA3Nl5BMl5BanBnXkFtZTcwMTA2NDY3NQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",Tom Hanks,Producer,Cast Away,"Thomas Jeffrey Hanks was born in Concord, California, to Janet Marylyn (Frager), a hospital worker, and Amos Mefford Hanks, an itinerant cook. His mother's family, originally surnamed ""Fraga"", was entirely Portuguese, while his father was of mostly English ancestry. Tom grew up in what he has ..."
"https://m.media-amazon.com/images/M/MV5BMTgyNTgzMDg5MF5BMl5BanBnXkFtZTcwMTQ3OTkzMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Emmanuelle Chriqui,Actress,Wrong Turn,"Emmanuelle Chriqui was born in Montreal, Quebec, to Moroccan Jewish immigrants, Liliane (Benisty) and Albert Chriqui. Her family moved to Toronto when she was two years old. At the age of 10, Chriqui appeared in a McDonald's commercial. She moved to Vancouver, guest-starring in series such as ..."
"https://m.media-amazon.com/images/M/MV5BZGNhOTJjMjktNWJlMS00ODM2LWE5NTktYjFmNjVjNDcxYWIxXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR5,0,140,209_AL_.jpg",Alexis Knapp,Actress,Pitch Perfect,"Alexis Merizalde Knapp hails from Allegheny in Pennsylvania. She worked as a model before breaking into acting, starting with small roles in  (2009) and  (2010). She also came to public attention during a high-profile relationship with ..."
"https://m.media-amazon.com/images/M/MV5BMTY5ODcxMDU4NV5BMl5BanBnXkFtZTcwMjAzNjQyNQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",Rachel McAdams,Actress,The Notebook,"Rachel Anne McAdams was born on November 17, 1978 in London, Ontario, Canada, to Sandra Kay (Gale), a nurse, and Lance Frederick McAdams, a truck driver and furniture mover. She is of English, Welsh, Irish, and Scottish descent. Rachel became involved with acting as a teenager and by the age of 13 ..."
"https://m.media-amazon.com/images/M/MV5BMjEyNTgxNTk0M15BMl5BanBnXkFtZTcwNzM5Mjc1OA@@._V1_UY209_CR3,0,140,209_AL_.jpg",Alexander Skarsgård,Actor,True Blood,"Alexander Johan Hjalmar Skarsgård was born in Stockholm, Sweden and is the eldest son of famed actor . Among his siblings are actors , , and . For most of his formative years, his father was an acclaimed actor in Europe but had not yet ..."
"https://m.media-amazon.com/images/M/MV5BMTU2Njk0NTUyNl5BMl5BanBnXkFtZTcwODE0OTgyNw@@._V1_UY209_CR9,0,140,209_AL_.jpg",Blake Lively,Actress,Gossip Girl,"Blake Lively was born Blake Ellender Brown in Tarzana, California, to a show business family. Her mother,  (née McAlpin), is an acting coach and talent manager, and her father,  (born Ernest Wilson Brown, Jr.), is an actor and teacher. Her brother is actor , and ..."
"https://m.media-amazon.com/images/M/MV5BMWI0ZTNiNGUtOWJjNi00OGE3LWE4ZTUtNmUxMDY0ODI5NmM0XkEyXkFqcGdeQXVyMjMwNzU2MjM@._V1_UY209_CR14,0,140,209_AL_.jpg",Zoey Deutch,Actress,Set It Up,"A vibrant and diversely talented actress, Zoey Deutch most recently starred in Netflix's romantic comedy  (2018). In addition, she produced and starred in  (2017). Set It Up and The Year Of Spectacular Men were both released on June 15, 2018. Recently, Deutch ..."
"https://m.media-amazon.com/images/M/MV5BMjI1MjAzMTI1M15BMl5BanBnXkFtZTgwMzI5NTEwNjE@._V1_UY209_CR12,0,140,209_AL_.jpg",Thandie Newton,Actress,Crash,"Thandie Newton was born in London. She is the daughter of a Zimbabwean mother, Nyasha, a health-care worker from the Shona tribe, and Nick Newton, a British father who worked as a lab technician. She lived in Zambia until political unrest caused her family to move back to the UK. She then lived in ..."
"https://m.media-amazon.com/images/M/MV5BNjM4NjQwMzE1Ml5BMl5BanBnXkFtZTgwNjg5MTM0NzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Natalie Dormer,Actress,Game of Thrones,"Natalie Dormer born 11 February 1982 is an English actress. She is best known for her roles as Anne Boleyn on the Showtime series The Tudors (2007-10), as Margaery Tyrell on the HBO series Game of Thrones (2012-14), Irene Adler on the CBS series Elementary (2013-15), and as Cressida in the ..."
"https://m.media-amazon.com/images/M/MV5BNWRkMGU0OWYtYjZlNy00YWMyLTk1YWUtNGIxODVkZTQwYzBjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR60,0,140,209_AL_.jpg",Eiza González,Actress,Baby Driver,"Eiza González Reyna is a Mexican actress and singer, was born on January 30, 1990 in Caborca, Sonora, Mexico, to Carlos González and Glenda Reyna. Her mother is a yesteryear Mexican model. She has one elder brother, Yulen. She lost her father in a motorcycle accident when she was just 12. Later in ..."
"https://m.media-amazon.com/images/M/MV5BMTczMDkxMTc0MV5BMl5BanBnXkFtZTgwODgyMTkyNjE@._V1_UY209_CR34,0,140,209_AL_.jpg",Daniella Pineda,Actress,Jurassic World: Fallen Kingdom,"Daniella Pineda (born February 20, 1987) is a Mexican-American actress, writer, and comedian from Oakland, California.In January 2013 it was announced that she was cast as the witch Sophie for season 4 episode 20 of The CW's hit series The Vampire Diaries. This episode serves as a backdoor pilot ..."
"https://m.media-amazon.com/images/M/MV5BNjUxNDcwMTg4Ml5BMl5BanBnXkFtZTcwMjU4NDYyOA@@._V1_UY209_CR10,0,140,209_AL_.jpg",Keanu Reeves,Actor,The Matrix,"Keanu Charles Reeves, whose first name means ""cool breeze over the mountains"" in Hawaiian, was born September 2, 1964 in Beirut, Lebanon. He is the son of , a showgirl and costume designer, and Samuel Nowlin Reeves, a geologist. Keanu's father was born in Hawaii, of British, ..."
"https://m.media-amazon.com/images/M/MV5BMTYzODU2OTI2Nl5BMl5BanBnXkFtZTgwMTUyMTAwMzE@._V1_UY209_CR5,0,140,209_AL_.jpg",Taron Egerton,Actor,Kingsman: The Secret Service,"Taron Egerton was born on November 10, 1989 in Birkenhead, Cheshire, England as Taron David Egerton. He is an actor, known for  (2014),  (2017) and  (2016)."
"https://m.media-amazon.com/images/M/MV5BMTMwMTgyMzc4MV5BMl5BanBnXkFtZTYwNjE5Mjk1._V1_UX140_CR0,0,140,209_AL_.jpg",Ving Rhames,Actor,Pulp Fiction,"Strikingly featured and muscular American actor Ving Rhames was born Irving Rameses Rhames in Harlem, New York, to Reather, a homemaker, and Ernest Rhames, an auto mechanic. A good student, Ving entered the New York High School of Performing Arts, where he discovered his love of acting. He studied ..."
"https://m.media-amazon.com/images/M/MV5BOTM5NzI1NTMwN15BMl5BanBnXkFtZTcwOTQ0NjExNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",Alice Eve,Actress,Before We Go,"Alice Sophia Eve was born in London, England. Her father is  and her mother is , both fellow actors. She is the eldest of three children. Eve has English, Irish and Welsh ancestry. Her family moved to Los Angeles, California when she was young as her father tried to crack ..."
"https://m.media-amazon.com/images/M/MV5BMjA1MDg0MzgxOF5BMl5BanBnXkFtZTgwMzM5NDg1MzE@._V1_UY209_CR12,0,140,209_AL_.jpg",Lauren Cohan,Actress,The Boy,"Lauren Cohan is a British-American actress and model, best known for her role as Maggie Greene on  (2010) and recurring roles on  (2009),  (2005), and  (2007). After her film debut on  (2005) as Sister Beatrice, she starred in the sequel ..."
"https://m.media-amazon.com/images/M/MV5BMjUxMjI4MDEwM15BMl5BanBnXkFtZTgwNzMyODM0MTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Rose Leslie,Actress,The Last Witch Hunter,Rose Leslie is a Scottish actress. Her leading on screen debut was at age 21 in the television film New Town (2009). She is famous for playing Ygritte in the HBO fantasy series  (2011). Leslie also appeared in the films  (2012) and  (2015).Leslie was ...
